route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
5,0_5,0_5329294,Broad Meadow Brook Audobon Center,0,5,L5P45
7,0_2,0_2329388,Central Hub,1,15,L7P42
825,0_1,0_1329421,Central Hub,1,825,L825P7
7,0_3,0_3329359,Washington Heights,0,15,L7P43
6,0_4,0_4329326,Central Hub,1,39,L6P26
5,0_5,0_5329289,Central Hub,1,5,L5P43
7,0_2,0_2329355,Washington Heights,0,15,L7P43
7,0_1,0_1329384,Central Hub,1,15,L7P42
6,0_3,0_3329322,Central Hub,1,39,L6P26
5,0_4,0_4329301,Broad Meadow Brook Audobon Center,0,5,L5P45
5,0_5,0_5329268,Broad Meadow Brook Audobon Center,0,5,L5P45
7,0_2,0_2329354,Washington Heights,0,7,L7P43
5,0_5,0_5329271,Broad Meadow Brook Audobon Center,0,5,L5P45
7,0_1,0_1329387,Central Hub,1,7,L7P41
6,0_3,0_3329333,Central Hub,1,33,L6P26
5,0_4,0_4329300,Broad Meadow Brook Audobon Center,0,5,L5P45
7,0_2,0_2329353,Washington Heights,0,15,L7P43
7,0_1,0_1329390,Central Hub,1,15,L7P42
6,0_3,0_3329320,Central Hub,1,39,L6P26
5,0_4,0_4329291,Broad Meadow Brook Audobon Center,0,5,L5P45
4,0_5,0_5329258,Central Hub,1,4,L4P53
7,0_2,0_2329352,Washington Heights,0,7,L7P43
7,0_1,0_1329385,Central Hub,1,7,L7P41
6,0_3,0_3329323,Central Hub,1,39,L6P26
5,0_4,0_4329290,Central Hub,1,5,L5P43
5,0_5,0_5329269,Broad Meadow Brook Audobon Center,0,5,L5P45
7,0_2,0_2329367,Washington Heights,0,15,L7P43
4,0_5,0_5329264,Central Hub,1,4,L4P53
7,0_1,0_1329396,Central Hub,1,15,L7P42
6,0_3,0_3329334,Central Hub,1,33,L6P26
5,0_4,0_4329297,Central Hub,1,5,L5P43
7,0_2,0_2329366,Washington Heights,0,7,L7P43
7,0_1,0_1329399,Washington Heights,0,7,L7P43
6,0_3,0_3329329,Central Hub,1,39,L6P26
5,0_4,0_4329296,Central Hub,1,5,L5P43
5,0_5,0_5329267,Broad Meadow Brook Audobon Center,0,5,L5P45
7,0_2,0_2329365,Washington Heights,0,15,L7P43
7,0_1,0_1329386,Central Hub,1,15,L7P42
6,0_3,0_3329332,Central Hub,1,33,L6P26
5,0_4,0_4329303,Broad Meadow Brook Audobon Center,0,5,L5P45
5,0_5,0_5329270,Broad Meadow Brook Audobon Center,0,5,L5P45
